username,user_id,tweet_id,created_at,text,in_reply_to_user,retweet_count,like_count,reply_count,quote_count
Wendys,59553554,1636721961622536192,2023-03-17 13:31:39+00:00,@JerryMccloy Hey there! That's not okay! Please DM us the Wendy's location you visited. Thanks!,1367695466.0,0,1,1,0
Wendys,59553554,1636705144707350528,2023-03-17 12:24:49+00:00,"@ChuckBaggett This isn’t the quality we expect. Please DM us with info on this location, along with your email, and we'll make it up to you.",16659187.0,0,2,2,0
Wendys,59553554,1636704711989403653,2023-03-17 12:23:06+00:00,@RightPrice3b Oh no! We're disappointed to hear that. Please DM us the restaurant locations along with details of your experience.,334851306.0,0,1,0,0
Wendys,59553554,1636454808675557389,2023-03-16 19:50:04+00:00,"@BadBeard5 We're sorry to hear about this! Please DM us the address of the restaurant you visited, so we can look into this. Thanks!",1.384969965648892e+18,0,3,0,0
Wendys,59553554,1636375755511984129,2023-03-16 14:35:57+00:00,"@okkoalamusic Are You Happy has this sort of 90s alt vibe to it esp with that acoustic, plus the panning at the beginning is super pleasant. props to whomstever mixed it",1.392597840476754e+18,0,10,1,0
Wendys,59553554,1636375185401221122,2023-03-16 14:33:41+00:00,@catjugs sort of get Microwave and Joyce Manor vibes from this,1.0931743910919332e+18,0,5,0,1
Wendys,59553554,1636121882427523072,2023-03-15 21:47:09+00:00,@iGHDVFOVdv We're disappointed to see this. Please DM us the store location and your contact information so we can look into this.,4765119500.0,0,4,0,0
Wendys,59553554,1636105361865207809,2023-03-15 20:41:30+00:00,@warmwishesBAND @equipment_ohio sort of get a Mansions vibe from Dry Bones. rad,1.5705317891179889e+18,0,4,0,1
Wendys,59553554,1636031038274011136,2023-03-15 15:46:10+00:00,@broc____ the gang vocals on this are sick,59553554.0,3,13,0,0
Wendys,59553554,1636030667006918657,2023-03-15 15:44:41+00:00,@broc____ lol My Last Thirty Dollars is like peak midwest emo intro,1.476969600130691e+18,8,17,2,1
Wendys,59553554,1636028151565254657,2023-03-15 15:34:41+00:00,@NotBallstack jimmy eat world is the best band,1.5364517202257388e+18,1,10,1,0
Wendys,59553554,1635993904259407879,2023-03-15 13:18:36+00:00,@95corolla @equipment_ohio the bridge on 10 and 2 is sick. makes ya do the hardcore face like when u hear a good breakdown,1.6273193913888973e+18,0,11,1,1
Wendys,59553554,1635991944781344768,2023-03-15 13:10:49+00:00,@broc____ drop the link,1.476969600130691e+18,0,2,1,0
Wendys,59553554,1635991752891875330,2023-03-15 13:10:03+00:00,"@JacksonSadinsky @virtual_goth @equipment_ohio yeah super stoked on this new n,n record!",1.4825985647317975e+18,1,4,1,0
Wendys,59553554,1635802827216896000,2023-03-15 00:39:20+00:00,@LeviLapidary We're disappointed to hear that! Please DM us the restaurant location and your email address so we can make this right. Thanks!,1.4585475215722004e+18,0,3,1,0
Wendys,59553554,1635762779419181056,2023-03-14 22:00:12+00:00,@equipment_ohio also new ep is great. Finstacore is the favorite track esp coming out of the bridge to that last chorus.,59553554.0,10,140,7,11
Wendys,59553554,1635758678019022848,2023-03-14 21:43:54+00:00,@equipment_ohio khajiit has wares if u have coin https://t.co/EIhxttAvJ7,1917912348.0,5,85,6,0
Wendys,59553554,1635754515985997827,2023-03-14 21:27:22+00:00,"@__AMass We're disappointed you had a bad experience. We certainly don’t like to hear that and hope you give us another chance. Can you please PM us the full address of the location you visited and the email address for your Wendy’s account, so we can look further into this?",1.1222674775457505e+18,0,1,0,0
Wendys,59553554,1635754258627788805,2023-03-14 21:26:20+00:00,"@RickBright20 We're disappointed you had a bad experience. We certainly don’t like to hear that and hope you give us another chance. Can you please PM us the full address of the location you visited and the email address for your Wendy’s account, so we can look further into this?",1.538294895110017e+18,0,0,0,0
Wendys,59553554,1635679561265430533,2023-03-14 16:29:31+00:00,@carlloredo Howdy,1214368518.0,0,2,1,0
Wendys,59553554,1635616345180995584,2023-03-14 12:18:19+00:00,"@AAUndoing That's not okay. Please DM us with the address of this location, along with the best email to reach you at, and we'll make this right.",1.0056312553948324e+18,0,3,0,0
Wendys,59553554,1635450612631449600,2023-03-14 01:19:45+00:00,@yosselin_serna We're sorry to read this. Can you DM us the address of your visit and your email address/phone number?,1.4306830906496328e+18,0,0,0,0
Wendys,59553554,1635445481391243265,2023-03-14 00:59:22+00:00,@Pat76062 We're sorry to read this. Can you DM us the address of your visit and your email address/phone number?,1.6354355042031002e+18,0,0,1,0
Wendys,59553554,1635316369016119297,2023-03-13 16:26:19+00:00,@TaiGretzky We're disappointed to hear this. Can you please DM us the full address of the location you visited so we can document this feedback with the leadership team?,190529896.0,0,1,0,0
Wendys,59553554,1634384919739678721,2023-03-11 02:45:04+00:00,@TheSuzieHunter agree,28631637.0,0,19,1,0
Wendys,59553554,1634259298871025676,2023-03-10 18:25:54+00:00,"@fdwhitey911 This isn’t the quality we’d expect. Please DM us with info on this location, along with your contact information, and we'll make it up to you.",1.3826541316141548e+18,0,1,2,0
Wendys,59553554,1634254277576105992,2023-03-10 18:05:57+00:00,@estabrookroad Hi,8.71085257210155e+17,1,4,2,0
Wendys,59553554,1634254236736188419,2023-03-10 18:05:47+00:00,@noodlescompany Hi,155642426.0,0,5,0,0
Wendys,59553554,1634253442309824525,2023-03-10 18:02:38+00:00,"@FloydWh73019370 This isn’t the service we expect. Please DM us with info on this location, along with your email, and we'll make it up to you.",1.4606517325607526e+18,0,0,1,0
Wendys,59553554,1634249896000626691,2023-03-10 17:48:32+00:00,"@v0dkaMutini Hi, hi!",7.092337717618975e+17,0,1,0,0
Wendys,59553554,1634249607294099457,2023-03-10 17:47:23+00:00,@kasagutz Heyy.,1.3085277766607053e+18,0,2,0,0
Wendys,59553554,1634248921466675212,2023-03-10 17:44:40+00:00,@ponyo5191 Hullo!,7.191780308417741e+17,0,1,0,0
Wendys,59553554,1634248660945911810,2023-03-10 17:43:38+00:00,"@LordMajicus Oh hello, frend.",1034176910.0,0,2,2,0
Wendys,59553554,1634199809291591688,2023-03-10 14:29:31+00:00,"@binbashtv We'd love to make this right. DM us with info on this location, along with your email, and we'll make it up to you.",219187207.0,0,1,1,0
Wendys,59553554,1634197068385329154,2023-03-10 14:18:37+00:00,@Watasci Oh no! We're disappointed to hear this. Please DM us with details regarding your experience with the app.,313678767.0,0,0,1,0
Wendys,59553554,1634163062096683008,2023-03-10 12:03:29+00:00,@DustinB57757916 We're disappointed to hear this. Please DM us so we can further assist you.,1.6046765688777728e+18,0,0,1,0
Wendys,59553554,1634036048245268480,2023-03-10 03:38:47+00:00,@kekw_katie We're sorry to read this. Please send us a DM with your email address for further assistance.,1.1943636688190095e+18,0,0,0,0
Wendys,59553554,1634027122342653959,2023-03-10 03:03:19+00:00,@Worm_1804 We're sorry to read this. Please DM us your email address for further assistance.,1.1640029904680755e+18,0,0,0,0
Wendys,59553554,1634025594693337089,2023-03-10 02:57:15+00:00,"@ontheairalex She’s a stick figure, Alex.",25622507.0,0,140,2,0
Wendys,59553554,1634008469480062976,2023-03-10 01:49:12+00:00,@RealReddiWip Hi,2427519728.0,0,4,0,0
Wendys,59553554,1634008355881598976,2023-03-10 01:48:45+00:00,@VMLYR Hi,156352329.0,0,1,0,0
Wendys,59553554,1633945232915013638,2023-03-09 21:37:55+00:00,@DealNews Hi,14629669.0,0,3,1,0
Wendys,59553554,1633941764150099968,2023-03-09 21:24:08+00:00,@Ally Hi,135643468.0,0,3,1,0
Wendys,59553554,1633941721842176000,2023-03-09 21:23:58+00:00,@NathansFranks Hi,1.2682050544372285e+18,0,1,1,0
Wendys,59553554,1633937846720503809,2023-03-09 21:08:34+00:00,@MattressFirm Hi,18455097.0,0,7,2,0
Wendys,59553554,1633937770723921922,2023-03-09 21:08:16+00:00,@StateFarm Hi! Thanks 😊,15091022.0,0,43,0,0
Wendys,59553554,1633933669336219649,2023-03-09 20:51:58+00:00,@deenieleeb Hi,1.5878285203860111e+18,0,0,0,0
Wendys,59553554,1633927555970367490,2023-03-09 20:27:40+00:00,@Person978493971 Hi,1.5441452892080742e+18,0,1,0,0
Wendys,59553554,1633927515138826241,2023-03-09 20:27:31+00:00,@steak_umm Just chilling mostly,73204975.0,0,38,3,0
Wendys,59553554,1633926157434273793,2023-03-09 20:22:07+00:00,@NobodyCameOver Hi,223299819.0,0,11,0,0
Wendys,59553554,1633926126425784326,2023-03-09 20:22:00+00:00,@Millions Hi,1.2839525968778076e+18,0,14,0,0
Wendys,59553554,1633925543346176000,2023-03-09 20:19:41+00:00,@steak_umm Hi,73204975.0,0,37,1,0
Wendys,59553554,1633925505773608962,2023-03-09 20:19:32+00:00,@TMobile Hi,17338082.0,1,48,4,0
Wendys,59553554,1633920306824839169,2023-03-09 19:58:52+00:00,@redbox Hi,44399968.0,0,6,3,0
Wendys,59553554,1633920276369997825,2023-03-09 19:58:45+00:00,@carterjwm Hiiiiiiiii,2568270758.0,0,11,2,0
Wendys,59553554,1633919980784820224,2023-03-09 19:57:34+00:00,@luvglubglub @Cinnabon Hi,1.3477385303746806e+18,0,2,1,0
Wendys,59553554,1633919924887339014,2023-03-09 19:57:21+00:00,@Mike_Haracz Hi,48743811.0,0,15,3,0
Wendys,59553554,1633919893035786240,2023-03-09 19:57:13+00:00,@jborg_arts Hi,1.1368867404240732e+18,0,1,0,0
Wendys,59553554,1633918197928804352,2023-03-09 19:50:29+00:00,@Cinnabon Hi,84708371.0,0,68,7,0
Wendys,59553554,1633918035189694464,2023-03-09 19:49:50+00:00,@Narwaltz Hi,4871399150.0,0,0,0,0
Wendys,59553554,1633918014360899587,2023-03-09 19:49:46+00:00,@Karoffla Hi,1.5398363112464384e+18,0,1,0,0
Wendys,59553554,1633917992202321927,2023-03-09 19:49:40+00:00,@Superllama76 Hi,1.1058514634299515e+18,0,1,1,0
Wendys,59553554,1633917952687845376,2023-03-09 19:49:31+00:00,@nightmare20152 Hi,1.5899791783669678e+18,0,0,0,0
Wendys,59553554,1633917937646989315,2023-03-09 19:49:27+00:00,@EasiestThrower Hi,798773593.0,0,0,0,0
Wendys,59553554,1633917889508962306,2023-03-09 19:49:16+00:00,@AndewToopoo Living the dream,1.0497797872612024e+18,0,2,1,0
Wendys,59553554,1633917821276094464,2023-03-09 19:48:59+00:00,@WhoTropical Hi,1.405999365207085e+18,0,0,0,0
Wendys,59553554,1633917774446706698,2023-03-09 19:48:48+00:00,@ChrisLeeHawley Hi,21730799.0,0,0,0,0
Wendys,59553554,1633917729433346048,2023-03-09 19:48:38+00:00,@NylaRoseBeast 😏 I’m there 😘,1446790507.0,0,29,1,0
Wendys,59553554,1633917544636592128,2023-03-09 19:47:54+00:00,@forgtastic Hi,1.461561259753681e+18,0,1,1,0
Wendys,59553554,1633917507286323202,2023-03-09 19:47:45+00:00,@urlocalfool2 Hi,1.2863663251710034e+18,0,0,0,0
Wendys,59553554,1633917487967338498,2023-03-09 19:47:40+00:00,@JadaB_22 Hi,8.50143587119575e+17,0,0,0,0
Wendys,59553554,1633917455482355712,2023-03-09 19:47:32+00:00,@AbandonedBrysin Hi,1.4663586674989957e+18,0,2,1,1
Wendys,59553554,1633917339623211008,2023-03-09 19:47:05+00:00,@SamuelAdamsBeer Hi,440959097.0,0,5,0,0
Wendys,59553554,1633917267653033986,2023-03-09 19:46:47+00:00,@RichJacob78 Hi,2365622365.0,0,1,0,0
Wendys,59553554,1633917219166887937,2023-03-09 19:46:36+00:00,@ThePhantom95 Hi,77642810.0,0,1,0,0
Wendys,59553554,1633917202888785921,2023-03-09 19:46:32+00:00,@Kenzipenelope Hi,8.798301837039575e+17,0,1,0,0
Wendys,59553554,1633917164183867393,2023-03-09 19:46:23+00:00,@colleen21 Hi,15992692.0,0,0,0,0
Wendys,59553554,1633917143526830090,2023-03-09 19:46:18+00:00,@giraffe_boy Hi,82805833.0,0,0,0,0
Wendys,59553554,1633917105316790272,2023-03-09 19:46:09+00:00,@elbowfanatic Hi,193677943.0,0,1,0,0
Wendys,59553554,1633917088631779332,2023-03-09 19:46:05+00:00,@Denise6Sullivan Hi,1.4893884188786524e+18,0,0,0,0
Wendys,59553554,1633917059204513794,2023-03-09 19:45:58+00:00,@AndewToopoo Hi,1.0497797872612024e+18,0,1,1,0
Wendys,59553554,1633917010051489792,2023-03-09 19:45:46+00:00,@NylaRoseBeast OMG 😳 HIIIIIIII,1446790507.0,0,60,1,0
Wendys,59553554,1633916948026105857,2023-03-09 19:45:31+00:00,@32maze Hi,1.4302417053836657e+18,0,1,0,0
Wendys,59553554,1633916933056675842,2023-03-09 19:45:28+00:00,@Pencacho Hi,1.6260028601471877e+18,0,1,0,0
Wendys,59553554,1633916881135345665,2023-03-09 19:45:15+00:00,@Luvenlife Hi,30060177.0,0,1,0,0
Wendys,59553554,1633916859618557953,2023-03-09 19:45:10+00:00,@sylverora Hi,1.3895592490055311e+18,0,2,0,0
Wendys,59553554,1633916831650938884,2023-03-09 19:45:04+00:00,"@EMac19 Hi, thanks 😊",33069560.0,0,1,0,0
Wendys,59553554,1633916799954694146,2023-03-09 19:44:56+00:00,@mez34f Hi,1.58023353809553e+18,0,1,0,0
Wendys,59553554,1633916778857349122,2023-03-09 19:44:51+00:00,@Ven24062711 Hi,1.2650235636329062e+18,1,2,0,1
Wendys,59553554,1633916763459969025,2023-03-09 19:44:47+00:00,@wbwright Hi,16534336.0,0,1,0,0
Wendys,59553554,1633916740219355137,2023-03-09 19:44:42+00:00,@the_Jack_Hatter Hola,8.348642787546931e+17,0,3,0,0
Wendys,59553554,1633916718308368385,2023-03-09 19:44:37+00:00,@yourmam14573152 Hi,1.5738372179061883e+18,0,2,0,0
Wendys,59553554,1633916696833523713,2023-03-09 19:44:31+00:00,@Changy06957763 Hi,1.3092363773645947e+18,0,2,0,0
Wendys,59553554,1633916672837840898,2023-03-09 19:44:26+00:00,@forgtastic Hi,1.461561259753681e+18,0,1,1,0
Wendys,59553554,1633916656891068420,2023-03-09 19:44:22+00:00,@charliepayne232 Hi,403025335.0,0,2,0,0
Wendys,59553554,1633916626725732353,2023-03-09 19:44:15+00:00,@jospeh557 General kenobi,1.0774648704240722e+18,1,20,1,0
Wendys,59553554,1633916577438367746,2023-03-09 19:44:03+00:00,@Parazozo Hi,1.4780549885007176e+18,0,1,0,0
Wendys,59553554,1633916561969885184,2023-03-09 19:43:59+00:00,@RealJll420 Hi,9.347963816797348e+17,0,1,0,0
Wendys,59553554,1633916531837894658,2023-03-09 19:43:52+00:00,@CicChara Hi,1.232487435717763e+18,0,2,0,0
Wendys,59553554,1633916483129540610,2023-03-09 19:43:40+00:00,@AstroOffical Hi,7.361392646358958e+17,0,1,1,0
Wendys,59553554,1633916458534068227,2023-03-09 19:43:35+00:00,@kck_kat Hi!,42481188.0,0,3,0,0
Wendys,59553554,1633916425755664385,2023-03-09 19:43:27+00:00,@stargazer9102 Hi,2229127694.0,0,1,0,0
Wendys,59553554,1633916407443226626,2023-03-09 19:43:22+00:00,@crocsshark Hi,1.541576789494997e+18,0,1,0,0
Wendys,59553554,1633916383493799936,2023-03-09 19:43:17+00:00,@Largedave215 Hi,7.799416007388365e+17,0,1,0,0
Wendys,59553554,1633916347204640768,2023-03-09 19:43:08+00:00,@OfficialWaran Hi,1.2650257414076785e+18,0,1,0,0
Wendys,59553554,1633916331685756930,2023-03-09 19:43:04+00:00,@hbunny09 Hi,323578043.0,0,1,0,0
Wendys,59553554,1633916299981062146,2023-03-09 19:42:57+00:00,@mlbmoreplease Mmmmmmm,227194988.0,0,2,0,0
Wendys,59553554,1633916271208062976,2023-03-09 19:42:50+00:00,@VixxiKitsune Hi,2203610179.0,0,2,0,0
Wendys,59553554,1633916253185142785,2023-03-09 19:42:46+00:00,@SincerelyOk Hi,4693662528.0,0,2,0,0
Wendys,59553554,1633916233954328577,2023-03-09 19:42:41+00:00,@Damien_014 Hi,1.4031996067129467e+18,0,2,1,0
Wendys,59553554,1633916198751465483,2023-03-09 19:42:33+00:00,@sedna755 Hi,7.660810552626668e+17,0,1,0,0
Wendys,59553554,1633916170205052934,2023-03-09 19:42:26+00:00,@DeepStateCoup Hi,1.0952577414703145e+18,0,1,0,0
Wendys,59553554,1633916150491885568,2023-03-09 19:42:21+00:00,@Z2Dragon Hi,1.1633484019261809e+18,0,2,1,0
Wendys,59553554,1633916126408179712,2023-03-09 19:42:15+00:00,@fluffy_oppossum Hi,1.525077449482154e+18,0,1,0,0
Wendys,59553554,1633916106279727105,2023-03-09 19:42:11+00:00,@TheFangLover Hi,1.5922852787895214e+18,0,2,0,0
Wendys,59553554,1633916085584945152,2023-03-09 19:42:06+00:00,@_peacerox16 Hi,7.493071260912804e+17,1,2,1,0
Wendys,59553554,1633916068128346113,2023-03-09 19:42:01+00:00,@Whatever_Angela Hi,8.725671180127437e+17,0,1,0,0
Wendys,59553554,1633916041330843649,2023-03-09 19:41:55+00:00,@THEBIBLELORE Bye,1.5115973962869187e+18,0,4,0,0
Wendys,59553554,1633916013879214080,2023-03-09 19:41:49+00:00,@ErinCamN Hi,1.0824623634906767e+18,0,2,0,0
Wendys,59553554,1633915993322815491,2023-03-09 19:41:44+00:00,@TheGiftOfMayhem Hi,2874561727.0,0,2,0,0
Wendys,59553554,1633915940545994752,2023-03-09 19:41:31+00:00,@TheMilesPrower Hi,1.5452366154124739e+18,0,1,0,0
Wendys,59553554,1633915911768866817,2023-03-09 19:41:24+00:00,@s1gk1ll17 Hi,9.128053906808136e+17,0,4,0,0
Wendys,59553554,1633915873034395648,2023-03-09 19:41:15+00:00,@letyh14 Hi,2340995906.0,0,2,1,0
Wendys,59553554,1633915853237354502,2023-03-09 19:41:10+00:00,@JesseUno Hi,72771290.0,0,2,0,0
Wendys,59553554,1633915835692531712,2023-03-09 19:41:06+00:00,@Bainsco Hi,382492489.0,0,1,0,0
Wendys,59553554,1633915801055948802,2023-03-09 19:40:58+00:00,@breakstill99 You spelled hi wrong,830316925.0,2,184,1,1
Wendys,59553554,1633915741744267268,2023-03-09 19:40:44+00:00,@LoLo_3172 Hi,1.2745941913315246e+18,0,2,0,0
Wendys,59553554,1633915688778596355,2023-03-09 19:40:31+00:00,@BishieGuy Hi,1.61510519579657e+18,0,1,0,0
Wendys,59553554,1633915663457693697,2023-03-09 19:40:25+00:00,@BryantAtkins_ Hi,2667667722.0,0,2,0,0
Wendys,59553554,1633915628296830983,2023-03-09 19:40:17+00:00,@dsplatt1 Hi!,9.308561403630715e+17,0,23,0,0
Wendys,59553554,1633915596034154500,2023-03-09 19:40:09+00:00,@CandlerEvans Hi,1.6136570320238387e+18,0,1,0,0
Wendys,59553554,1633915559908614146,2023-03-09 19:40:00+00:00,@rjosephnews Hiiii,590480181.0,0,1,0,0
Wendys,59553554,1633915425527418883,2023-03-09 19:39:28+00:00,@KINGOFALLDRAGO1 Hi,1.2481322873356288e+18,0,1,0,0
Wendys,59553554,1633915394158198784,2023-03-09 19:39:21+00:00,@zwendyjo Hi! Right back at ya!,22315020.0,0,10,0,0
Wendys,59553554,1633915334020194304,2023-03-09 19:39:06+00:00,@KarenMcCollum12 Hi,8.319223624173445e+17,0,2,0,0
Wendys,59553554,1633915315997356033,2023-03-09 19:39:02+00:00,@G4BR1ELX0 Hi,1.5749459268833116e+18,0,2,1,0
Wendys,59553554,1633915284208640003,2023-03-09 19:38:55+00:00,@HeyItsClassy Hi,8.490277612934676e+17,0,4,0,0
Wendys,59553554,1633915259407695872,2023-03-09 19:38:49+00:00,@mikeythelittle Rude,3237365550.0,3,24,0,0
Wendys,59553554,1633915223718461443,2023-03-09 19:38:40+00:00,@Dwwaya Hi,1.2189812904830362e+18,0,2,0,0
Wendys,59553554,1633915171226656769,2023-03-09 19:38:28+00:00,@morris6703 Hi,53566991.0,0,1,1,0
Wendys,59553554,1633915145607950336,2023-03-09 19:38:22+00:00,@iamts_ts Hi,1.0270518108744499e+18,0,2,0,0
Wendys,59553554,1633915117988446215,2023-03-09 19:38:15+00:00,@forgtastic Hi,1.461561259753681e+18,0,1,1,0
Wendys,59553554,1633915042474098688,2023-03-09 19:37:57+00:00,@dracula_23_ Hi,1393138758.0,0,2,0,0
Wendys,59553554,1633914998186491907,2023-03-09 19:37:46+00:00,@Penguin90_ Hi,2534476649.0,0,2,0,0
Wendys,59553554,1633914966028763137,2023-03-09 19:37:39+00:00,@Omega_1993 Hi Josh,1.0853440832525271e+18,0,3,0,0
Wendys,59553554,1633914909728681986,2023-03-09 19:37:25+00:00,@awdaniels1981 Hi,286343704.0,0,1,0,0
Wendys,59553554,1633914889025605632,2023-03-09 19:37:20+00:00,@AR_OSF Hi,1.4303584543388221e+18,0,2,0,0
Wendys,59553554,1633914838496735233,2023-03-09 19:37:08+00:00,@rennerpetty01 Hi,1.0808358537343672e+18,0,3,0,1
Wendys,59553554,1633914817466515457,2023-03-09 19:37:03+00:00,@Hstoney4 Hi,1.0290823681438392e+18,0,2,0,0
Wendys,59553554,1633914785602338817,2023-03-09 19:36:56+00:00,@temperstatic Hi,1.2305593324268134e+18,0,4,0,0
Wendys,59553554,1633914654064885767,2023-03-09 19:36:24+00:00,@spearclown Hi,1.3509800686428692e+18,0,1,0,0
Wendys,59553554,1633914630937387013,2023-03-09 19:36:19+00:00,@ZeroProbz Hi,8.206941522077368e+17,0,1,0,0
Wendys,59553554,1633914603863175168,2023-03-09 19:36:12+00:00,@mocowan66 Hi,282955005.0,0,1,0,0
Wendys,59553554,1633914557767856133,2023-03-09 19:36:01+00:00,"@justabroisk Hi, that’s awesome",1.6277100242596004e+18,0,4,0,0
Wendys,59553554,1633914504697331715,2023-03-09 19:35:49+00:00,@DkellyDavid Hi,551167943.0,0,2,0,0
Wendys,59553554,1633914469901385729,2023-03-09 19:35:40+00:00,@neterno Hi,28638664.0,0,3,0,0
Wendys,59553554,1633914397318938627,2023-03-09 19:35:23+00:00,@TherealSayton Hi,8.232528103388652e+17,0,2,0,0
Wendys,59553554,1633914342717489152,2023-03-09 19:35:10+00:00,@ChillixFNF Hi,1.3306748517454684e+18,0,2,0,0
Wendys,59553554,1633914317413203970,2023-03-09 19:35:04+00:00,@Delebrin Hi,116479052.0,0,1,0,0
Wendys,59553554,1633914289449730049,2023-03-09 19:34:57+00:00,@ExceptForRandos Hi,1.5919229313363804e+18,0,3,0,0
Wendys,59553554,1633914257329750021,2023-03-09 19:34:50+00:00,@BlooFiyer Hi,1.5010112310831636e+18,0,2,1,0
Wendys,59553554,1633914226367512576,2023-03-09 19:34:42+00:00,@JWCrosby3 Hi,1.5937196216259707e+18,0,2,1,0
Wendys,59553554,1633914179026337796,2023-03-09 19:34:31+00:00,@crowned_dr Hello,1.365109564614398e+18,1,6,1,0
Wendys,59553554,1633914141269213185,2023-03-09 19:34:22+00:00,@RicePicker84 Hi,9.28353755954901e+17,0,3,1,0
Wendys,59553554,1633914080359587840,2023-03-09 19:34:08+00:00,@PALEGA Hi,36928423.0,0,2,1,0
Wendys,59553554,1633914015482085376,2023-03-09 19:33:52+00:00,@Kami62801382 Hi,1.2777925709329367e+18,0,3,1,0
Wendys,59553554,1633913988516835334,2023-03-09 19:33:46+00:00,@SirChaosS Hi,1449944694.0,0,8,1,0
Wendys,59553554,1633913963908943873,2023-03-09 19:33:40+00:00,@nicin88 Hi,82431603.0,0,4,2,0
Wendys,59553554,1633913940328566786,2023-03-09 19:33:34+00:00,@KyleToOn_Studio Hi,1.084142447125504e+18,0,3,1,0
Wendys,59553554,1633913833893896193,2023-03-09 19:33:09+00:00,@A1Mish Hi,7.692704543013601e+17,0,5,0,0
Wendys,59553554,1633913813014552576,2023-03-09 19:33:04+00:00,@E10Mull Hi,1.3483200288993649e+18,1,3,1,0
Wendys,59553554,1633913787878080516,2023-03-09 19:32:58+00:00,@JTosis Perfect,1.4140302491516355e+18,0,5,1,0
Wendys,59553554,1633913717136973825,2023-03-09 19:32:41+00:00,@lanci53 Hi,1454893184.0,0,3,1,0
Wendys,59553554,1633913692042436617,2023-03-09 19:32:35+00:00,@TheColeBrewTv Hi,123617652.0,0,4,1,0
Wendys,59553554,1633913661482840065,2023-03-09 19:32:28+00:00,@D4RKKN1GHT449 Hi,7.218239169483735e+17,0,2,2,0
